0,1
" logaya MAKASSAR FRESH MARKET S/B. (CO.NO. 1208604-T) GROUND FLOOR, NO.4 & 6, JALAN SS15/4B, 47500 SUBANG JAYA, SELANGOR TEL: 03-56131328 Outlet : PLU Receipt NO : 16741 [TERMINAL :002] [CASHIER SV2] 05-Aug-2017 02:11:23 PM FRUITS @24.00 40158 *1 24.00 FRUITS 316.00 40158 *1 16.00 VOLUME : 2 Items Sub Total RM40.00 Rounding Adj. RMO. 0.00 Total RM40.00 Payment Type CASH Received Cash RM50.00 Change RM10.00 Thank You ! Pls Come Again Goods Sold Are Not Returnable ! PLS VERIFY YOUR BILL BEFORE LEAVING THE","{'entities': [(8, 33, 'company'), (309, 316, 'total')]}"
" RESTORAN WAN SHENG 002043319-W No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor GST REG NO: 001335787520 Tax Invoice INV No . : 1188875 Cashier: Nicole Date : 12-06-2018 17:46:16 Description Qty U.price Total TAX Teh (B) 1 X 2.10 2.10 ZRL Cham (B) 1 X 2.10 2.10 ZRL Take Away 2 X 0.20 0.40 ZRL Total QTY: 4 Total (Excluding GST) : 4.60 Total (Inclusive of GST) : 4.60 TOTAL : 4.60 CASH : 4.60 GST Summary Amount (RM) Tax(RM) ZRL (@ 0%) 4.60 0.00","{'entities': [(1, 19, 'company'), (197, 207, 'date'), (369, 373, 'total')]}"
" 1 NLIVE9 PHARHACY SDN BHD 103021dK GST/TAT NO: 000982880896 69 JALAN NOVA US/N, SEKSTEN US SUBANG RE TEL 03-77347762 FAX: 03-78327762 GST NO: 000988880096 TAX INVOICE 8/L FOINTS : 0 RECEIPT #: CS00168420 DATE: 31/03/2017 ITEM QTY U/F DISC% AHOUNT 3555060603117 1 1.90 0. 00 .90 S ER: (S HURIXS 9555060603162 1 5.50 0.00 6.50 S SR:HU S HU HURIIS TOTAL QUANTITY 2 SUB-TOTAL (GST) 12.19 DISC 0.00 GST 0. .69 SVC CHG 0.00 ROUNDING - 04 TOTAL 12.15 CASH 0.15 CHANGE 38.00 GST SUHMARY CODE AMOUNT % TAX/AHT SR 11.50 S 0.69 TAX TOTAL: 0.69 S* = STANDARD 6%, 2*=2ERO RATED THANE YOU. GST NO: 000900880896 SALES POINTS : 0 B/L POINTS : 0","{'entities': [(211, 221, 'date'), (439, 444, 'total')]}"
" 31801017 SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR. TEL 03-40210276 GST ID : 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No. : CS00012626 Date: 10/01/2018 Cashier : USER Time: 09:20:00 Salesperson : Ref. : Item Qty S/Price Amount Tax 1943 1 23.32 23.32 SR HOES SET Total Qty: 1 23.32 Total Sales (Excluding GST) : 22.00 Discount : 0.00 Total GST : 1.32 Rounding : 0.00 Total Sales (Inclusive of GST) : 23.32 CASH : 23.32 Change : 0.00 GST SUMMARY Tax Code % Amt (RM) Tax (RM) SR 6 22.00 1.32 Total : 22.00 1.32 GOODS SOLD ARE NOT RETURNABLE THANK YOU","{'entities': [(10, 37, 'company'), (196, 206, 'date'), (48, 102, 'address'), (293, 298, 'total')]}"
" MR. D.I.Y. (KUCHAI) SDN BHD (CO Reg : 750441-W) LOT 1851-A & 1851-B, JALAN KPB 6, KAWASA-N PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID No :000473792512) (KEPONG) - TAX INVOICE - CYLINDRICAL LOCK 3871SS *S GA06-07 - 6/24 6942131718178 1 X 17.45 17.45 Item(s) : 1 Qty(s) : 1 Total Incl. GST RM 17.45 CASH RM 50.00 CHANGE RM 32.55 GST Summary Amt (RM) Tax(RM) GST SR@0% 17.45 0.00 25-06-18 11:25 SHO1 B003 T1 R000637565 OPERATOR KPOT - SHAHRUL NIZAM EXCHANGE ARE ALLOWED WITHIN 7 DAYS WITH RECEIPT. STRICTLY NO CASH REFUND.","{'entities': [(398, 406, 'date'), (258, 263, 'total')]}"
" GARDENIA BAKERIES (KL) SDN BHD (139386 X) Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor Tel: 03 55423228 Fax:03- 55423213 GST ID: 000381399040 TAX INVOICE / ADJUSTMENT NOTE Cash Inv No. : 7015F710 VE0514 Date: 15/10/2017 MAKASSAR FRESH MARKET SDN BHD GROUND FLOOR, NO. 4 & 6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE05: Ridzuan (11900) DD: 15/10/2017 10:54 Description U.F Iss Exc D Sale Amt(RM) 0.C. WHITE 2.13 4 1 0 3 6.39 |HOLEMEAL 2.78 4 1 0 3 8.34 0.C JUMBO 2.97 4 0 0 4 11.88 Total 0% supplies: 26.61 CR-CHOCLT 0.72 0 0 3 -2.16 CR-CORN 0.72 0 1 0 1 -0.72 Total 6% supplies (excl. GST): -2.88 GST: -0.17 Total 6% supplies (Inc. GST): -3.05 Total 0% supplies: 26.61 Total Payable: 23.56 E.&.O.E Received above goods in good order condition The recipient of Gardenia's products is required to make necessary adjustments to its input tox claims, on the basic of the adjustments shown in this Tax Invoice / Adjustment Note CUSTOMER'S COPY","{'entities': [(218, 228, 'date'), (699, 704, 'total')]}"
" 31803 BEYOND BROTHERS HARDWARE (872981-V LOT 1-0-2, JLN 1/50, DIAMOND SQUARE OFF JLN GOMBAK 53000 KUALA LUMPUR TEL 03-40211233 FAX 03-40223233 IVAN_KONG12@HOTMAIL.COM GST ID 001921974272 TAX INVOICE Bill To PDP UTEK (M) SDN BHD SEBELAH PETRONAS AMPANG NEAR TO KPJ HOSPITAL 019-2616 281 MR NEO Doc No CS00067741 Date: 14/03/2018 Cashier USER Time: 16:37:00 Salesperson Ref. (GST) (GST) Itern Qty S/Price S/Price Amount Tax 11028 1 150.00 159.00 159.00 SR BATU CEMENT (A) 600PCS 11046 2 80.00 84 80 169.60 SR PASIR HALUS 11000 6 16.00 16.96 101.76 SR YTL CEMENT 50KG (NEW PRICE) 11036 1 3 3 00 3.18 3.18 SR KAPUR A1 10012 2 3 00 3.18 6.36 SR SALUNG TANGAN GETAH (1PAIR) 1682 1 2 00 2.12 2.12 SR BENANG NYLON #1B 2567 1 16.00 16.96 16.96 SR GERMANY SUDU PLASTER 2564 1 6.90 7 31 7.31 SR SUDU PLASTER KAYU (NORMAL) 2686 1 4 50 4.77 4.77 SR PAPAN SIMEN (HITAM) 1521 1 19.90 21.09 21.09 SR a M'MAN RULE TIMBANG 18"" 3879 1 100.00 106.00 106.00 SR 0 KERETA TOLAK H/D (OREN) 3416 1 1.20 1.27 1.27 SR 0 PAKU KAYU 1"" (KECIL) 3432 1 0 00 0.00 0.00 SR a MAYBANK. 5122 0481 6723 Total Qty 20 599.43 Total Sales (Excluding GST) 565.50 Discount 0.00 Total GST 33.93 Rounding 0.02 LSales (Inclusive of GST) 599.45 CASH 599.45 Change 0.00 GST SUMMARY Tax Code % Amt (RM) Tax (RM) SR 6 565.50 33.93 Total ^.93","{'entities': [(7, 31, 'company'), (318, 328, 'date'), (1191, 1197, 'total')]}"
" 99 SPEED MART S/B (519537-X) LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1237-TMN INDAH PERDANA GST ID. NO : 000181747712 INVOICE ND : 18388/103/T0128 05:23PM 563268 05-05-18 0715 KNORR CHICKEN STOCK 1K RM134.80 s 88 X RM 16.35 8048 GARDENIA ENRICHED WHIT RM2.35 Z Total Sales (Inclusive GST) RM 137.15 CASH RM 150.15 CHANGE RM 13.00 GST Summary Amount( (RM) Tax(RM) S = 6% 127.20 7.60 2 = 2.35 .00 Thank You, Please come again Keep the invoice for applicable returns","{'entities': [(1, 18, 'company'), (188, 196, 'date'), (30, 117, 'address'), (318, 324, 'total')]}"
" CITY MILK R&C VENTURE SDN BHD (1191015-W) LOT--18A-2, BERJAYA TIMES SQUARE, KUALA LUMPUR. (GST NO: 001557721088) Tax Invoice Order # : 139358 INV No. : 539319 Date : 19-04-2018 13:43:54 Cashier: City Milk Cashier Descriptior Qty U.price Total TAX Banana Milkshake(R) 1 X 9.50 9.50 SR Total QTY: 1 Total (Excluding GST) : 8.96 GST payable (6%) : 0.54 Total (Inclusive of GST) : 9.50 TOTAL: : 9.50 CASH : 10.50 CHANGE : 1.00 GST Summary Amount (RM) Tax(RM) SR (@ 6%) 8.96 0.54 **** Thank You **** Please Come Again","{'entities': [(11, 30, 'company'), (167, 177, 'date'), (272, 276, 'total')]}"
 KFA SUPPLY ( ROC : SA0416111-K ( GST No: 002126950400 ) 125A TINGKAT BAWAH PT 1961 JALAN MALINJA SITE B 45400 SEKINCHAN SELANGOR TAX INVOICE Bill No : CS0032277 Date : 27/05/2018 8:07 PM Cashier : CT001 / 0001 Item Qty Price Amount STAR 74CM x79CM 10KEPING 9555794100234 1 11.60 11.60 SR Qty : 1 Total RM : 11.60 CASH : 12.00 Change : 0.40 GST Summary Amount Tax SR @ 6% 10.94 0.66 Total 10.94 0.66 THANK YOU PLEASE COME AGAIN,"{'entities': [(1, 11, 'company'), (169, 179, 'date'), (57, 129, 'address'), (274, 279, 'total')]}"
 R KEDAI PAPAN YEW CHUAN (0005583085-K) LOT 276 JALAN BANTING 43800 DENGKIL SELANGOR. TEL : 03-87686092 FAX : 03-87686092 GST ID : 000781500416 TAX INVOICE Bill To SUCI ALAM JAYA TRANSPORT NO 1 JALAN AMAN 2 TAMAN DESA 43800 DENGKIL SELANGOR 017-6057770 Doc No. : CS00011351 Date: 31/03/2018 Cashier : USER Time: 09:29:00 Salesperson Ref.: (GST) (GST) Item Qty S/Price S/Price Amount Tax 101756 10 16.50 17.49 174.90 SR SIMEN Total Qty: 10 174.90 Total Sales (Excluding GST) : 165.00 Discount : 0.00 Total GST : 9.90 Rounding : 0.00 Total Sales (Inclusive of GST) : 174.90 CASH : 174.90 lus Change : 0.00 GST SUMMARY Tax Code % Amt (RM) Tax (RM) SR 6 165.00 9.90 Total : 165.00 9.90 GOODS SOLD ARE NOT RETURNABLE THANK YOU.,"{'entities': [(3, 24, 'company'), (280, 290, 'date'), (409, 415, 'total')]}"
 G. HANDICRAFY R TABLORING 19. JALAN ICANCIL OFF JALAN PUDU. 55100 KUALA LUMPUR MALAYSIA Company Rea No. :75495-W GST Reg No. 001948532736 TAK INVOICE Involce No.: C9 10090 Date : 27/03/2018 16:34 Cashler # 01 HM Core NONA M ACRYIC YARN 10.00 PKTS X 13.00 130.00 SR Subtotal : 130.00 Total Exci. of GST 122.64 Total Incl. of GST out Total Ami Rounded 130.00 Payment 130.00 Change Due : 0.00 Total item(s) : 10 GST Summary Amount(RM Tay (RM) SR ( 6% 122.64 7.36 THANK YOU PLEASE COME AGAIN,"{'entities': [(180, 190, 'date'), (256, 262, 'total')]}"
" GARDENIA BAKERIES (KL) SDN BHD (139386 X) Lot 3, Jaian Pelabur 23/1, 40300 Shah Alam, Selangor. Tel: 03- -55423228 Fax:03- 1-55423213 GST ID: 000381399040 TAX INVOICE / ADJUSTMENT NOTE Cash Inv No.: 7911F714 VI Date: 11/09/2017 MAKAJOHR FRESH MARKET SDN BHD GROUND FLOOR, NO. 4 & 6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE05: Ridzuan (11900) DD: 11/09/2017 11:48 Description U.F Iss Exc 0 Sale Amt(RM) O.C. WHITE 2.13 3 0 1 2.13 WHOLEMEA 2.78 3 0 3 8.34 0.0 JUMBO 2.97 5 0 5 14.85 Total 0% sumplies: 25.32 ELICIA-B/SCOTCH 3.72 4 e 2 7.44 C--CHOCLT 0.72 20 0 0 20 14.40 CR B SCOTCH 0.72 20 3 0 17 12.24 SQ S BERRY 0.84 14 0 0 14 11.76 BUN-SBILIS 0.84 0 2 0 --2. -1.68 MUFFIN B&W 1.25 0 5 6 -5 6.25 Total 6% supplies (excl. GST): 37.91 GST: 2.27 Total 6% supplies (Inc. GST): 40.18 Total 0% supplies: 25.32 Total Payable: 65.50 E.& O E Received above goods in good order condition. The reciptent of Gardenia's products is required to make necessary djustments to its \input tax claims, on the basic of the adjustments shown in this Tax Invoice / Adjustment Note CUSTOMER'S COPY","{'entities': [(218, 228, 'date'), (828, 833, 'total')]}"
" A03096 Morganfield's R * Home of Selcky Bones * Timeless Kitchenette Sdn Bhd Company no : 1174703-K GST Reg no : 0000 6771 0976 Lot 50, Floor T2,Sky Avenue Genting Highlands Pahang, 69000 Pahang Malaysia Guest Check Invoice no: 000039121 Date: 2018-03-23 Cashier : Mizan Genting Server Open: 18:43:34 Table: 25 Pax: 6 1 Ribs Platter SR 259.90 1 Naughty Spare Rib - Full SR 106.90 Slab 1 Apple - 350ml SR 13.90 1 Sour Apple Mojito SR 18.90 1 Berry Easy SR 18.90 1 Aust Rib-eye Steak SR 74.90 1 Fruity Garden Salad SP. 21.90 2 HK Asahi 1+1/2 SR 77.80 Sub-total: 593.10 (Inclusive) GST 6% 33.57 Total : 19:32:35 Total: 593.10 GST Summ Amt (RM) Tax(RM) SR= 6% 559.53 33.57 OS= 0% 0.00 0 V","{'entities': [(245, 255, 'date'), (561, 567, 'total')]}"
" PERNIAGAAN ZHENG HUI JM0325955-V NO.59 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU TEL : 07-386 7524 FAX 07-386 3793 GST NO : 000800589824 SIMPLIFIED TAX INVOICE GOGIANT ENGINEERING (M) SDN BHD Receipt CS00084670 Salesperson: Date: 09/03/2018 Cashier: USER Time: 08:49:00 (RM) (RM) Item Qty RSP Amount 10273 GA idol 1 170.00 170.00 SR: 14"" TRU-CUT CUTTING DISC 1 PC) 2547 GA 1801 1 35.00 35.0C SR: KOBELCO G-12#(2.6MM) WELDING 12133 GA 180) 2 7.50 15.00 SR: CS 3"" (750) PAINT BRUSH 10157 GA |80] 2 5.50 11.00 SR: CS 2"" (750) PAINT BRUSH 12131 6A 180 1 3.60 3.50 SR: CS 1-1/2"" (750) PAINT BRUSH 9555752615725 1801 1 25.00 25.00 SR: 2"" LAMBWOOL YANDA ROLLER REFIL - 20 D POS 2226 GAI&OI 1 6.00 6.00 SR: DIAMOND COTTON GLOVE 8104 3679 GA 1801 5 1.00 5.00 SR: 10# WELDING GLASS (BLACK) 1PCS 3680 10 0.30 3.00 SR: WELDING GLASS (CLEAR) 1 PC 9555058800696 GAI801 2 8.00 16.00 SR AEC BROOM NO.5110# CAW IRON HANDLE 6891 GB1801 2 12.00 24.0C SR: S/STEEL DUST PAN L CAW HANDLE 23 X 28 X TOT QTY. 28 313.50 (Excluded GST) Sub Total (RM) : 313.50 Discount (RM) : 0.00 Total GST (RM) : 18.81 Rounding (RM) : -0.01 Total (RM) : 332.30 CASH : 332.30 Change (RM) : 0.00 GST SUMMARY Tax Code % Amount GST SR 6 313.50 18.81 Total : 313.50 18.81 GOODS SOLD ARE NOT RETURNABLE. THANK YOU.","{'entities': [(1, 21, 'company'), (248, 258, 'date'), (34, 98, 'address'), (1131, 1137, 'total')]}"
" MR. D.I.Y. (M) SDN BHD Co-REG:860671-D LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID No :000306020352) (SELAYANG MALL) -TAX INVOICE- BISCUIT CONTAINER 1087S *S IE51/3-61/ - 24 8800170 4 X 8.90 35.60 12 COLORS GOLD DUST *S 0A13 - 12/312 9044944 1 X 5.90 5.90 HANGER CL45-Y5S *S BE32-51-71 - 2/24 9064123 2 X 7.50 15.00 DENTAL FLOSS 2PCS FH01-2Y#*VS *S MG22 - 12/576 9068764 1 X 2.50 2.50 SEAL PLASTIC 18PCS B7 13.8CM*9.8CM*V *S MH11/2 - 10/240 9068369 1 X 2.90 2.90 CURTAIN BAR-70CM *S JD32 - 100 9063983 2 X 3.10 6.20 Item(s) : 6 Qty(s) : 11 TOTAL INCL. GST@6% RM 68.10 CASH RM 100.10 CHANGE RM 32.00 GST @6% included in total RM 3.85 22-04-16 12:01 SHO1 ZJ08 T3 R000302998 OPERATOR SLC - EALIL ARASI EXCHANGE ARE ALLOWED WITHIN 3 DAY WITH RECEIPT. STRICTLY NO CASH REFUND.","{'entities': [(695, 703, 'date'), (40, 136, 'address'), (621, 629, 'total')]}"
" L TWO FLORIST & HANDICRAFT 002062543-P NO. 49, JALAN MAHAGONI 7/2, SEKSYEN 4 BANDAR UTAMA, 44300 BATANG KALI, SELANGOR. TEL : 012-3216447 CASH RECEIPT# CS00007203 DATE: 21/03/2018 SALESPERSON: 001 TIME: 11:01:00 CASHIER: USER ITEM QTY U/P AMOUNT NE3555 2 1.00 2.00 1 1/2"" SAFETY PIN SB/01-3 1 7.00, 7.00 SATIN BIAS TAPE 12MMX3Y TOTAL QTY: 3 I2 I Dor SUB-TOTAL : 9.00 DISC : 0.00 TAX : 0.00 ROUNDING : 0.00 TOTAL 9.00 CASH 20.00 CHANGE 11.00 BARANG YANG DIJUAL TIDAK BOLEH DITUKAR,","{'entities': [(1, 27, 'company'), (170, 180, 'date'), (363, 367, 'total')]}"
" tan chay yee ABC HO TRADING No.2&4 JALAN HARMONI 3/2, TAMAN DESA HARMONI. 81100 JOHOR BAHRU.JOHOR 07-355 2 Cash Bill : 01-143008 Date : 09/01/2019 8:01:11 PM Cashier : 01 Description Qty Price Amount RM RM Plastic 2 15.50 31.00 Total : 31 00 Total Amount: 31.00 Cash Received : 101.00 Change : 70.00 *Goods Sold are non-refundable, Thank You 3)-00 *Please Come Again","{'entities': [(14, 28, 'company'), (137, 147, 'date'), (223, 228, 'total')]}"
" SANYU STATIONERY SHOP NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile /Whatsapps : +6012-918 79 Tel: +603-3362 4137 GST ID No: 001531760640 TAX INVOICE Owned By: SANYU SUPPLY SDN BHD (1135772-K) CASH SALES COUNTER 1. 2011-0025 MAX STAPLE 10-1M 2 X 1.0000 2.00 SR Total Sales Inclusive GST @6% 2.00 Discount 0.00 Total 2.00 Round Adj 0.00 Final Total 2.00 CASH 2.00 CHANGE 0.00 GST Summary Amount(RM) Tax(RM) SR @ 6% 1.89 0.11 INV NO: CS-SA-0122858 Date : 07/11/2017 Goods sold are not Returnable & Refundable THANK YOU FOR YOUR PATRONAGE PLEASE COME AGAIN. TERIMA KASIH SILA DATANG LAGI PLEASE KEEP THIS RECEIPT FOR PROVE OF PURCHASE DATE FOR I.T PRODUCT WARRANTY PURPOSE ** Follow us in Facebook : Sanyu.Stationery","{'entities': [(1, 22, 'company'), (472, 482, 'date'), (23, 79, 'address'), (272, 276, 'total')]}"
" PERNIAGAAN ZHENG HUI JM0325955-V NO.59 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU TEL : 07-386 7524 FAX : 07-386 3793 GST NO : 000800589824 SIMPLIFIED TAX INVOICE CASH Receipt #: CS00085298 Salesperson: Date: 15/03/2018 Cashier: USER Tima: 17:34:00 (RM) (RM: Item Qty RSP Amount 3934 1 7.55 7.56 SR: CAR PARKING COUPON TOT QTY 1 7.65 (Excludad GST) Sub Total (RM) : 7.55 Discount (RM) : 0.00 Total GST (RM) : 0.45 Rounding (RM) : 0.00 Total (RM) : 8.00 CASH : 8.00 Ghange (RM) : 0.00 GST SUMMARY Tax Code % Amount GST SR 6 7.55 0.45 Total : 7.55 0.45 GOODS SOLD ARE NOT RETURNABLE, THANK YOU.","{'entities': [(1, 21, 'company'), (226, 236, 'date'), (34, 98, 'address'), (465, 469, 'total')]}"
" K STATIONERY & OFFICE SUPPLIES NO.9, JALAN MANIS 3, TAMAN SEGAR CHERAS, 56100 KUALA LUMPUR TEL: 03-91321611 I FAX: 03-91321664 Emall: kstattonery@gmail.com Company Reg No. 001260452-W GST Reg No. 001506648064 TAX INVOICE Invoice No.: CSA34539 Date : 15/07/2017 12:07 Cashler # 1 RM Code NAME CARD t tw x 148.00 148.00 SR Subtotal : 148.00 Total Excl. of GST 139.62 Total Incl. of GST 148.00 Payment: 148.00 Change Due : 0.00 Total Item(s) : t GST Summary Amount (RM) Tax (RM) SR @ 6% 139.62 8.38 THANK YOU PLEASE COME AGAIN","{'entities': [(1, 31, 'company'), (251, 261, 'date'), (32, 92, 'address'), (305, 311, 'total')]}"
" GARDENIA BAKERIES (KL) SDN BHD (139386 X) Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Tel: 03- 55423228 Fax:03- 55423213 GST ID: 000381399040 TAX INVOICE / ADJUSTMENT NOTE Cash Inv No.: 7029F711 VI Date: 29/10/2017 MAKASSAR FRESH MARKET SDN BHD GROUND FLOOR, NO. 4 & 6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE05: Ridzuan (11900) DD: 29/10/2017 11:39 Descriptio U.P Iss Exc D Sale Amt(RM) 0.C. WHITE 2.13 9 0 0 9 19.17 WHOLEMEAL 2.78 8 2 0 6 16.68 0.0 JUMBO 2.97 3 0 0 3 8.91 Total 0% supplies: 44.76 TWIG-CHOC 1.33 10 0 0 10 13.30 Total 6% supplies (excl. GST): 13.30 GST: 0.80 Total 6% supplies (Inc. GST): 14.10 Total 0% supplies: 44.76 Total Payable: 58.86 E. Received above goods in good order condition. The recipient of Gardenia's products is required to make necessary adjustments to its input tax claims, on the basic of the adjustments shown in this Tax Invoice / Adjustment Note CUSTOMER'S COPY -","{'entities': [(215, 225, 'date'), (672, 677, 'total')]}"
" 3 18. O I 017 SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290, JALAN AIR PANAS, SETAPAK, 53200. KUALA LUMPUR. TEL : 03-40210276 GST ID : 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No. : CS00012493 Date: 02/01/2018 Cashier : USER Time: 09:28:00 Salesperson : Ref. : Item Qty S/Price Amount Tax 1720 1 3.18 3.18 SR SPONGE SCRUB W-PLASTIC HANDLE 1604 1 10.07 10.07 SR 4 1/2"" PLASTERING TROWEL Total Qty: 2 13.25 Total Sales (Excluding GST) : 12.50 Discount : 0.00 Total GST : 0.75 Rounding : 0.00 Total Sales (Inclusive of GST) : 13.25 CASH : 13.25 Change : 0.00 GST SUMMARY Tax Code % Amt (RM) Tax (RM) SR 6 12.50 0.75 Total : 12.50 0.75 GOODS SOLD ARE NOT RETURNABLE, THANK YOU","{'entities': [(15, 42, 'company'), (203, 213, 'date'), (403, 408, 'total')]}"
" PASARAYA CINWA SDN BHD (1113440A) NO.6, 8, 10& 12 JALAN PERMAS 4/3 BANDAR BARU PERMAS JAYA, 81750 JOHOR BAHRU,JOHOR TEL : 07-3881722 FAX : 07-3873971 GST ID : 000931172352 TAX INVOICE Doc No. : CS01076695 Date: 15/06/2018 Cashier : JULIANA Time: 09:40:00 Salesperson : JULIANA Ref.: (GST) (GST) Item Qty S/Price S/Price Amount Tax 9557821042500 1 2.50 2.50 2.50 SRO YELLOW ROCK SUGAR 250G 2200056 1 2.80 2.80 2.80 SRO GREEN BEAN 280G 9556894200006 1 8.90 8.90 8.90 SRO ROYAL UMBRELLA BERAS WANGI 1KG Total Qty: 3 14.20 Total Sales (Excluding GST) : 14.20 Discount : 0.00 Total GST : 0.00 Rounding : 0.00 Total Sales (Inclusive of GST) : 14.20 CASH : 20.20 Change : 6.00 GST SUMMARY Tax Code % Amt (RM) Tax (RM) SRO 0 14.20 0.00 Total : 14.20 0.00 GOODS SOLD ARE NOT RETURNABLE, THANK YOU ** RE-PRINT **","{'entities': [(1, 23, 'company'), (212, 222, 'date'), (514, 519, 'total')]}"
" JIMART@SP3 OGN GROUP SDN BHD Roc: 1026984-X No.29M, Jalan Dinar G U3/G, Seksyen U3, Subang Perdana, 40150 Shah Alam 013-336 3999 GST Reg No: 002077622272 XINVOICE Invoice No : SP3-01-147902 Date : 17/06/2018 7:36:12 PM Cashier : Jimart Description Qty Price Amount 1 SR 6001188379050 5 3.68 18.40 Kitchen Lighter 2015 2 SR 9555586101265 1 9.91 9.91 Cotton White Mop 450 W.HDL Total Item Discount 0.00 Total Sales Inclusive GST@ 0.00% 28.31 Rounding Adjustment: -0.01 TOTAL : 28.30 CASH 50.00 Change : 21.70 GST Summary % Amount(RN Tax(RM) SR 0.00 28.31 + 0.00 i love jimart GOODS SOLD ARE NOT RETURNABLE Thank ou.Please Come Again.","{'entities': [(12, 29, 'company'), (198, 208, 'date'), (476, 481, 'total')]}"
" GARDENIA BAKERLES (KL) SDN BHD (139386 X) Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Tel: 03- 55423228 Fax:03- 55423213 GST ID: 000381399040 TAX INVOICE / ADJUSTMENT NOTE Cash Inv No. : 7817F712 V E0514 Date: 17/08/2017 MAKASSAR FRESH MARKET SON BHD GROUND FLOOR, NO. 4 & 6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE05: Azlan(3737) DD: 17/08/2017 11:55 Description U.P Iss Exc D Sale Amt(RM) 0.C. WHITE 2.13 5 2 0 3 6.39 WHOLEMEAL 2.78 1 1 0 0 0.00 0.C JUMBO 2.97 4 3 0 1 2.97 Total 0% supplies: 9.36 DELICIA-B/SCOTCH 3.72 0 1 0 --1 -3.72 CR-CORN 0.72 15 7 0 8 5.76 BUN-SBILIS 0.84 0 4 0 -4 -3.36 Total 6% supplies (excl. GST): -1.32 GST: -0.07 Total 6% supplies (Inc. GST): -1.39 Total 0% supplies: 9.36 Total Payable: 7.97 E.&.0.E. Received above goods in good order condition The recipient of Gar `clenia's products is required to make necessary adjustments to its input tax claims, on the basic of the adjustments shown in this Tax Invoice / Adjustment Note CUSTOMER'SCOP","{'entities': [(221, 231, 'date'), (737, 741, 'total')]}"
" tan woon yann MR D.I.Y. (M) SDN BHD (CO.REG : 860671-D) LOT 1851-A & 1851-B. JALAN KPB 6. KAWASAN PERINDUSTRIAN BALAKONG. 43300 SERI KEMBANGAN, SELANGOR ( TESCO PUTRA NILAI) -INVOICE- KILAT I'AUTO ECO WASH & SHINE ES1000 IL WA45-/2A - 12 9555916500133 1 X 3.11 3.11 KILAT ECO AUTO WASH &WAX EW-1000-11 WA44-A - 12 9555916500126 1 X 4.62 4.62 WD40 277ml MOO 2572 WA43- A - 24 079567600084 1 X 11.23 11.23 KLEENSO AJAIB 99 SERAI WANYI 900G WDOO - 15 9555651400385 1 X 7.45 7.45 HANDKERCHIER 71386#2PCS PI12PJ11-4 - 6/300 9090822 i X 4.50 4.50 Item(s : 5 Qty(s) : 5 Total RM 30.91 ROUNDING ADJUSTMEN RM 0.01 TOTAL ROUNDED RM 30.90 CASH 10.1 RM 51.00 CHANGE RM 20.10 * 18-11-18 13:58 SHO1 1153 T2 R000002902 OPERATOR TRAINEE CASHIER EXCHANGE ARE ALLOWED WITHIN 7 DAYS WITH RECEIPL. STRICILY NO CASH REFUND","{'entities': [(666, 674, 'date'), (623, 628, 'total')]}"
